character_slug,move_id,move_name,input,move_group,hitconfirm_window,hitstun,blockstun,hitstop,punish_adv,perf_parry_adv,dr_cancel_hit,dr_cancel_blk,after_dr_hit,after_dr_blk,invuln,armor,airborne,jug_start,jug_increase,jug_limit,proj_speed,atk_range,super_gain_blk,notes_sc
jamie,jamie_002_5_lk,Stand LK (DL2),5LK,normals,13,16,12,9,+7,-11,+5,+1,+7,+3,-,-,-,1,1,0,-,1.13,150 (75),"Damage DL0-DL4: 270/285/300/315/330; chains into 5LK/2LP/2LK; chaining out of 5LK shifts Jamie's position forward, making light combos more consistent; chains into itself infinitely even on whiff (different animation than when chained into from other normals); SA2 cancel: +9/+5; Drink cancel: -35/-39; DR cancel is delayed until after 2nd active frame"
jamie,jamie_003_5_mp,Stand MP (DL2),5MP,normals,-,24,20,11,+10,-16,-,-,+10,+6,-,-,-,1,1,0,-,1.234,250 (125),"Damage DL0-DL4: 540/570/600/630/660; good combo and frame trap starter, but has no conversions near its max range"
jamie,jamie_004_5_mk,Stand MK (DL2),5MK,normals,15,22,17,11,+5,-18,+12,+7,+6,+1,-,-,-,1,1,0,-,1.476,350 (175),Damage DL0-DL4: 540/570/600/630/660; good poke and mid-range buffer; lifts up leg hurtbox on frames 4-12 (can avoid low pokes); 1f extra recovery on whiff; can combo naturally into 214MP/214PP; extends a wider hurtbox on whiff until the end of recovery; SA2 cancel: +15/+10; Drink cancel: -29/-34
jamie,jamie_006_5_hk,Stand HK (DL2),5HK,normals,17 (29 PC),27,19,13,KD +71 Crumple,-22,+16,+8,+7,-1,-,-,-,1 [-1 PC Ground],0,0,-,1.803 (1.721),500 (250),"Damage DL0-DL4: 720/760/800/840/880; grounded Punish Counter crumple is +9 before opponent becomes airborne; puts airborne opponents into limited juggle state; very long range for cancelable normal; on midscreen Punish Counter, can safely cancel into 2 Drinks (corner: Drink, juggle 2LP > 214PP, juggle 2HK~HK~P); SA2 cancel: +19/+11 (PC: KD+87); Drink cancel: -25/-33 (PC: KD+43); special/DR cancel is delayed until after 2nd active frame; extends a hurtbox 1f before active that is vulnerable to projectiles"
jamie,jamie_007_2_lp,Crouch LP (DL2),2LP,normals,13,16,10,9,+9,-9,+5,-1,+9,+3,-,-,-,1,1,0,-,0.98,150 (75),"Damage DL0-DL4: 225/237/250/262/275; chains into 5LK/2LP/2LK; Jamie's only 4f normal, useful for comboing into 5f lights; SA2 cancel: +9/+3; Drink cancel: -35/-41; DR cancel is delayed until after 2nd active frame"
jamie,jamie_008_2_lk,Crouch LK (DL2),2LK,normals,-,16,10,9,+7,-11,-,-,+7,+1,-,-,-,1,1,0,-,1.13,150 (75),Damage DL0-DL4: 180/190/200/210/220; chains into 5LK/2LP/2LK; useful option out of Drive Rush that links into 2MK for a double-low starter
jamie,jamie_009_2_mp,Crouch MP (DL2),2MP,normals,16,21,15,11,+9,-14,+11,+5,+9,+3,-,-,-,1,1,0,-,1.08,250 (125),"Damage DL0-DL4: 540/570/600/630/660; 2f extra recovery on whiff; decent tool for buffers, combos, and frame traps; extends a hurtbox on whiff until the end of recovery; SA2 cancel: +14/+8; Drink cancel: -30/-36"
jamie,jamie_010_2_mk,Crouch MK (DL2),2MK,normals,13,20,15,9,+3,-19,+9,+4,+3,-2,-,-,-,1,1,0,-,1.46,300 (150),Damage DL0-DL4: 450/475/500/525/550; high pushback on block makes it safer and helps to set up spacing traps; SA2 cancel: +12/+7; Drink cancel: -32/-37; Range: 1.42; special/DR cancel is delayed until after 2nd active frame; has an extended hurtbox on whiff until the end of recovery
jamie,jamie_011_2_hp,Crouch HP (DL2),2HP,normals,16,28,20,13,+4,-26,+18,+10,+4,-4,-,-,-,1,0,0,-,1.132 (1.042),500 (250),"Damage DL0-DL4: 810/855/900/945/990; good vertical anti-air (cannot hit cross-up, but head hurtbox is anti-air invincible on frames 8-32); forces stand on hit; only the first 2 active frames are cancelable; important combo tool for high-damage punishes and Drive Rush confirms and as a follow-up to Tenshin; SA2 cancel: +21/+13; Drink cancel: -23/-31"
jamie,jamie_013_j_lp,Jump LP (DL2),j.LP,normals,-,14,10,9,+8(+14),-8 (-2),-,-,-,-,-,-,-,1,1,0,-,0.71,150 (75),Damage DL0-DL4: 270/285/300/315/330; cross-up with a narrow hitbox; can be used as a fuzzy instant overhead
jamie,jamie_014_j_lk,Jump LK (DL2),j.LK,normals,-,13,9,9,+10(+13),-5 (-2),-,-,-,-,-,-,-,1,1,0,-,1.27,150 (75),Damage DL0-DL4: 270/285/300/315/330; longest horizontal range of all Jamie's air normals
jamie,jamie_015_j_mp,Jump MP (DL2),j.MP,normals,-,15,11,11,+14(+15),-3(-2),-,-,-,-,-,-,-,1,1,2,-,0.75,250 (125),"Damage DL0-DL4: 630/665/700/735/770; puts airborne opponents into limited juggle state; cancels into j.214K from forward jump (DL1 or higher); lower body projectile invuln 7-22f (if used immediately on the way up, can avoid the 2nd hit of JP's OD Amnesia bombs)"
jamie,jamie_016_j_mk,Jump MK (DL2),j.MK,normals,-,17,13,11,+12(+17),-7 (-2),-,-,-,-,-,-,-,1,1,0,-,1.09,250 (125),Damage DL0-DL4: 450/475/500/525/550; cross-up; lower body projectile invuln 7-20f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
jamie,jamie_017_j_hp,Jump HP (DL2),j.HP,normals,-,19,15,13,+12(+19),-9 (-2),-,-,-,-,-,-,-,1,1,1,-,0.82,500 (250),Damage DL0-DL4: 720/760/800/840/880; has juggle potential; causes spike knockdown vs. airborne opponents; lower body projectile invuln 10-23f except around attack hitbox (cannot be used to avoid the 2nd hit of JP's OD Amnesia bombs)
jamie,jamie_019_2_k_k,Tensei Kick (DL2),2KK,command_normals,17 (jump),-,17,11,KD +53 Launch,-23,-,-,Free Juggle,-4,-,-,-,1,1,0,-,1.194,350 (175),"Damage DL0-DL4: 540/570/600/630/660; can anti-air (head/extended leg hurtbox are anti-air invincible on frames 9-11, but cannot hit cross-up); cancelable into a forward jump on hit only; puts opponent into limited juggle state (free juggle state if used from Drive Rush)"
jamie,jamie_020_2_hk_hk,Phantom Sway (DL2),2HK~HK,command_normals,58,-,18,10,KD +22,-,-,-,-,-,-,-,-,1,1,8,-,-,500 (250),Damage DL0-DL4: 450/475/500/525/550; high juggle limit; slightly more KD Adv. when juggled into; can easily be confirmed if both hits of 2HK connect (harder if only 1 hit connects)
jamie,jamie_021_2_hk_hk_p,Phantom Sway + Drink (DL2),2HK~HK~P,command_normals,-,-,-,-,KD +4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Good way to maintain corner oki while increasing Drink Level; slightly more KD Adv. when juggled into; good meterless option after corner 214PP; Drink Level is built on 57th recovery frame; drink builds 0.25 Drive bars; if already at DL4, builds 1 Drive bar"
jamie,jamie_023_4_hp,Hermit's Elbow (DL2),4HP,command_normals,19,25,21,13,+5,-22,-,-,+5,+1,-,-,-,1,1,0,-,1.231 (1.098),500 (250),"Damage DL0-DL2: 720/760/800; throw hurtbox retracts on frames 4-14; strike hurtbox retracts on frames 5-12, then extends his foot hurtbox on frames 13-20 (making it weaker to delayed low attacks); useful as a throw bait for scoring a Punish Counter into follow-up combo; can be spaced to hit on later active frames for better advantage; DL3 version gains a Target Combo follow-up and ~11% more range; Super cancel is delayed until after active frames; SA2 cancel: +15/+11"
jamie,jamie_024_6_hk,Senei Kick (DL2),6HK,command_normals,18,26,20,13,+7,-21,-,-,+7,+1,-,-,-,1,1,0,-,2.121,250 (125),Damage DL0-DL3: 810/855/900/945; safe poke with long range that can combo after CH/PC/DR or into Super; not a low attack despite the animation; gains ~6% more range and a Target Combo follow-up at Drink Lv.4; SA2 cancel: +19/+13
jamie,jamie_027_lp_lk_mp,Bitter Strikes 2 (DL2),5LP~LK~MP,command_normals,52,23,16,11,+3,-,+11,+4,-,-,-,-,-,-,-,-,-,-,250 (125),Damage DL1-DL4: 475(380)/500(400)/525(420)/550(440); 2f extra recovery on block; important combo tool after 5LP at DL1 and above (combos from max range 5LP); () refers to scaled damage when starting with 5LP~LK; SA2 cancel: +13/+6; Drink cancel: -31/-38; special cancel is delayed until after 1st recovery frame; DR cancel is delayed until after active frames
jamie,jamie_030_6_mk_mk_p,Full Moon Kick + Drink (DL2),6MK~MK~P,command_normals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Increases Drink Level by 1; better to use midscreen, as opponent can't effectively take advantage of Jamie's -1 KD situation; Drink Level is built on 54th recovery frame; gives better advantage upon DL3 to DL4 drink activation, allowing for corner oki; refills 0.5 Drive bars; at DL4, refills 1 Drive bar; does not come out if you continue holding a kick button after 6MK~MK"
jamie,jamie_031_4_hp,Hermit's Elbow (DL3),4HP,command_normals,19 SA / 20 TC,24,22,13,+5,-23,-,-,+5,+1,-,-,-,1,1,0,-,1.368 (1.223),500 (250),Damage DL3-DL4: 840/880; 2f less recovery on hit only; throw hurtbox retracts on frames 4-14; strike hurtbox retracts on frames 5-12; useful as a throw bait for scoring a Punish Counter into follow-up combo; can be spaced to hit on later active frames for better advantage; Target Combo follow-up requires extra frame advantage (meaty/Counter-Hit/Punish Counter/Drive Rush) to combo; ~11% more range than DL0-DL2 version; Super cancel is delayed until after active frames; SA2 cancel: +14/+12
jamie,jamie_032_4_hp_hp,Intoxicated Assault 1 (DL3),4HP~HP,command_normals,18 (56 total),25,13,13,+5,-22,-,-,-,-,-,-,-,-,1,1,-,-,500 (250),Damage DL3-DL4: 630/660; only combos on counter-hit/Punish Counter or with meaty spacing; 3f gap on block that will beat non-invincible reversals (can confirm this hit into final TC follow-up); SA2 cancel: +18/+6
jamie,jamie_034_6_hk,Senei Kick (DL4),6HK,command_normals,18 (SA) / 22 (TC),26,20,13,+7,-21,-,-,+7,+1,-,-,-,1,1,0,-,2.239,250 (125),"~6% more range than DL0-DL3 versions; not a low attack despite the animation; has a Target Combo follow-up into 4HK with 3 possible enders; TC confirm into 4HK~Headbutt requires Counter-hit; 22f hitconfirm window refers to latest possible 4HK input, but must be input within 20f for Counter-hit combo to work; SA2 cancel: +19/+13"
jamie,jamie_035_6_hk_4_hk,Ransui Haze (DL4),6HK~4HK,command_normals,27 (TC),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Drink Lv.4 only; can be performed on whiff; follow-up special changes based on button timing (Close/Mid/Far refer to the distance Jamie has walked back away from the opponent); 27f hitconfirm window refers to the total time of 6HK~4HK before Headbutt must be input, but the 4HK itself must be input within 20f (more lenient on CH/PC)"
jamie,jamie_036_6_hk_4_hk_p,(close) Ransui Haze Headbutt (DL4),6HK~4HK~P,command_normals,21 Headbutt / 59 Total,-,20,13,KD +31,-30,KD +51,+7,-,-,-,-,-,0,1,1,-,1.935 (1.879),500 (250),Drink Lv.4 only; 3f gap on block; combos naturally on hit (relatively confirmable); cancelable into any special or Super; startup includes 6HK plus the delay before Headbutt can be input; SA2 cancel: KD+54/+10; Drink cancel: KD+10/-34; special/DR cancel is delayed until after active frames; puts airborne opponents into free juggle state (e.g. if opponent tries to jump after 6HK)
jamie,jamie_038_6_hk_4_hk_p,(far) Ransui Haze Drink (DL4),6HK~4HK~P,command_normals,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Drink Lv.4 only; can be performed on whiff; restores 1 bar of Drive gauge on the final recovery frame (2 bars if no input is made until frame 112); startup includes 6HK plus the delay before Drink can be input
jamie,jamie_058_2_3_6_p_p_6_p_6_p,OD Freeflow Strikes Punch 2 (DL2),236PP~6P~6P,specials,17,-,19,12,KD +28,-30,-,-,-,-,-,-,-,1,1,10,-,3.462,200 (100),Damage DL0-DL3: 675(540)/712(570)/750(600)/787(630) (Chip: 168/177/187/196); can be performed on hit/block/whiff (startup is delayed by 2f on whiff version); [] refers to total startup when whiffing initial 236P~6P; 0-2f gap before final hit on block; does not count as a separate move for damage scaling purposes (but does apply scaling to follow-ups)
jamie,jamie_068_2_1_4_lp,Swagger Step (DL2),214LP,specials,25,-,20,15,KD +39(+47),-24(-16),-,-,-,-,-,-,-,1,1,10,-,2.29 (1.939),500 (250),Damage DL0-DL4: 810/855/900/945/990 (Chip: 202/213/225/236/247); has juggle potential; has 6P follow-up during DL4 only; can be spaced for safety (final active frame will only connect as a meaty; subtract 1f for max advantage when used in neutral)
jamie,jamie_069_2_1_4_mp,Swagger Step (DL2),214MP,specials,25,-,20,15,KD +39(+47),-24(-16),-,-,-,-,-,-,-,1,1,10,-,2.77 (2.264),500 (250),Damage DL0-DL4: 900/950/1000/1050/1100 (Chip: 225/237/250/262/275); has juggle potential; has 6P follow-up during DL4 only; can be spaced for safety (final active frame will only connect as a meaty; subtract 1f for max advantage when used in neutral)
jamie,jamie_070_2_1_4_hp,Swagger Step (DL2),214HP,specials,25,-,22,15,KD +42(+50),-23(-15),-,-,-,-,-,-,-,1 [0 PC],1,10,-,3.13 (2.669),500 (250),Damage DL0-DL4: 1080/1140/1200/1260/1320 (Chip: 270/285/300/315/330); has juggle potential; has 6P follow-up during DL4 only; can be spaced to be plus on block; final active frame will only connect as a meaty (subtract 1f for max advantage when used in neutral); sets up a safe jump when connecting with first active frame on grounded opponent
jamie,jamie_071_2_1_4_p_p,Swagger Step (DL2),214PP,specials,25,-,23,15,KD +87(+95) Tumble / +155 Wall Splat,-22(-14),-,-,-,-,-,-,-,1,1,10,-,3.25 (2.744),500 (250),Damage DL0-DL4: 990/1045/1100/1155/1210 (Chip: 247/261/275/288/302); has juggle potential; has 6P follow-up during DL4 only; can juggle OTG during Tumble state; Punish Counter near corner causes a crouching Wall Splat that puts opponent into limited juggle state while still grounded (can be thrown; strikes cause opponent to become airborne); can be spaced for plus frames (final active frame will only connect as a meaty; subtract 1f for max advantage when used in neutral); SA2 cancel: KD+89(103)/+15
jamie,jamie_084_6_3_2_1_4_k,Tenshin (DL3),63214K,specials,-,59,-,-,+8,-,-,-,-,-,-,-,-,-,1,-,-,0.96,-,"Cannot be canceled into from normals; leaves opponent standing on hit for a grounded combo; does not benefit from Counter/Punish Counter bonus frame advantage; starter scaling is applied to the 3rd hit of the combo, while immediate scaling applies if Tenshin is comboed into (e.g. after Stun, PC Drive Impact, or corner PC 214PP)); Range: 0.96"
jamie,jamie_085_6_3_2_1_4_k_k,Tenshin (DL3),63214KK,specials,-,-,-,-,HKD +86 Crumple,-,-,-,-,-,-,-,-,0,0,-,-,0.96,-,Damage DL3-DL4: 682/715; cannot be canceled into from normals; Jamie is +28 before crumpled opponent goes airborne into a free juggle state; leaves enough frame advantage to dash or Drive Rush into a grounded combo; does not benefit from Counter/Punish Counter bonus frame advantage; Range: 0.96
jamie,jamie_086_2_1_4_p_6_p,Swagger Hermit Punch (DL4),214P~6P,specials,19,-,19,15,KD +20(+19),-40,-,-,-,-,-,-,-,1,1,10,-,-,500 (250),Can delay follow-up input; blockstring gap is 1-8f after 214LP/MP and 0-6f after 214HP depending on how much it's delayed; KD advantage is 1f worse after 214HP starter
jamie,jamie_087_2_1_4_p_p_6_p,Swagger Hermit Punch (DL4),214PP~6P,specials,19,-,19,15,KD +20,-40,-,-,-,-,-,-,-,1,1,10,-,-,500 (250),"Both hits are a true blockstring (up to 5f gap if delayed); the initial 214PP is safe on block making it very risky to attempt a delay frame trap; does not cost any additional Drive meter to perform; SA2 cancel: KD+55(57)/+12, 2f better KD Adv. if the 6P follow-up hits grounded"
jamie,jamie_089_2_1_4_2_1_4_p,The Devil's Song (DL0-DL4),214214P,super_arts,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-20000,"When activated at DL0-DL3, puts Jamie at DL4 until the timer runs out (damage scaling is set to 105% rather than the usual 110%); timer lasts 900 frames (15 seconds) and does not drain during attack hit/block freeze; cannot build more Super meter while timer is active; returns to previous Drink Level after install timer expires; immediately builds 1 Drive bar; if already at DL4, builds 3 Drive bars and has no install timer, so Jamie can immediately resume building Super meter; useful in combo extension or for safety when canceling from OD special moves"
jamie,jamie_092_5_6_lplk,Back Shaver (DL2),LPLK,throws,-,-,-,-,HKD +23,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Damage DL0-DL4: 1080/1139/1200/1259/1320 (PC: 1836/1937/2040/2141/2244); +4 after Forward Dash, allowing corner throw loops (or midscreen if opponent doesn't Back Rise); Jamie can also hold LP+LK to sacrifice oki for a Drink Level; a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
jamie,jamie_093_4_lplk,Wheel Punch (DL2),4LPLK,throws,-,-,-,-,HKD +26,-,-,-,-,-,-,-,-,-,-,-,-,0.80,-,"Damage DL0-DL4: 1080/1139/1200/1259/1320 (PC: 1836/1937/2040/2141/2244); side switches; after throwing opponent into corner, dash leaves Jamie +7 and out of range for a true throw loop; can microwalk for a pseudo-throw loop, or immediate 5MP which links to 2MK on counter-hit; can also Drive Rush into a manually timed strike/throw mixup or immediately 214MP (+1 oB and juggles into 623LK on hit); a successful Throw Escape builds 1 Drive bar and 1000 Super gauge (10% bar); Throw Escape is awarded to a random player if input simultaneously"
jamie,jamie_097_6_hphk,Leg Sweep (Block),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-22 Full,Break,-,200,100,1,-,2.003,-,Performed by inputting 6HPHK during blockstun; 5f extra recovery on hit; freezes the screen for 4f during startup; see Drive Reversal .
jamie,jamie_098_6_hphk,Leg Sweep (Recovery),6HPHK,system,-,-,23,20,KD +23,-27,-,-,-,-,1-20 Full,Break,-,200,100,1,-,1.898,-,Performed by holding 6HPHK on wakeup; 5f extra recovery on hit; does not have any screen freeze; see Drive Reversal .
jamie,jamie_102_6_6,Parry Drive Rush,MPMK~66,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"See Drive Rush ; 1-bar version performed out of a Parry; startup refers to minimum time before an attack can cancel the Drive Rush animation (if performed immediately after a successful Parry, only 1+8 startup); the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties; Distance: 0.988 (min/throw), 2.03 (min/block), 3.002 (max/final DR frame)"
jamie,jamie_103_6_6_5_6_mpmk,or 66 Drive Rush Cancel,MPMK,system,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,See Drive Rush ; 3-bar version performed on hit/block from a cancelable normal; can also be performed on whiff from cancelable light normals; startup refers to minimum time before an attack can cancel the Drive Rush animation; the first 15 recovery frames are cancelable into any attack; the final 22 recovery frames are cancelable into any attack or movement option or blocking (except Parry); only Normal and Command Normal attacks are enhanced with +4 frame advantage and improved juggle properties
